service_request_id,requested_datetime,updated_datetime,source,service_name,description,agency_responsible,address,council_district,status_description,lat,long
5084286,7/6/2018 11:37,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"4513 S 1ST ST , LOUISVILLE, KY, 40214",21,CLOSED,38.18855032,-85.76134933
5084287,7/6/2018 11:37,,UNKNOWN,MOSQUITOS,"MOSQUITOES, MOSQT",HEALTH DEPT - ENVIR. HEALTH,"11300 POWHATAN CT 5, LOUISVILLE, KY, 40241",17,CLOSED,38.30379646,-85.54147393
5083468,7/6/2018 11:38,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"2618 PINDELL AVE , LOUISVILLE, KY, 40217",10,OPEN,38.21436179,-85.73431
5083656,7/6/2018 11:38,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"2700 MONTANA AVE , LOUISVILLE, KY, 40208",6,CLOSED,38.21171194,-85.77160529
5084288,7/6/2018 11:38,,UNKNOWN,STREET TREE,"STREET EASEMENT TREES, OBSTRUCTION, ROWOB",LPM," FRANKFORT AVE ,  , KY, 40207",9,CLOSED,38.25357458,-85.66393579
5084289,7/6/2018 11:40,,UNKNOWN,OVERGROWTH,"OVERGROWN, WEEDS, GRASS, OBSTRUCTION, ROWOB",LPM," FRANKFORT AVE ,  , KY, 40207",9,CLOSED,38.25357458,-85.66393579
5084290,7/6/2018 11:40,,UNKNOWN,LIGHTING REPAIR,"LIGHTING REPAIR, STREET LIGHT, STLGT",PUBLIC WORKS ADMINISTRATION," HIKES LN , LOUISVILLE, KY, 40218",10,CLOSED,38.20261959,-85.6542392
5084292,7/6/2018 11:41,,UNKNOWN,DEAD ANIMAL,"DEAD ANIMAL, ANIMD, SWMS",SWMS - WASTE COLLECTION," OLD HENRY RD , LOUISVILLE, KY, 40245",19,CLOSED,38.28324798,-85.48585349
5084295,7/6/2018 11:42,,UNKNOWN,VAP LOT WEEDS,"PRIVATE PROPERTY, VACANT LOT, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"2203 W MARKET ST , LOUISVILLE, KY, 40212",4,CLOSED,38.25883409,-85.78673412
5084296,7/6/2018 11:42,,UNKNOWN,VAP LOT WEEDS,"PRIVATE PROPERTY, VACANT LOT, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"2201 W MARKET ST , LOUISVILLE, KY, 40212",4,CLOSED,38.25882686,-85.78665734
5084294,7/6/2018 11:42,,UNKNOWN,VAP LOT WEEDS,"PRIVATE PROPERTY, VACANT LOT, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"2205 W MARKET ST , LOUISVILLE, KY, 40212",4,CLOSED,38.25878906,-85.78681676
5084298,7/6/2018 11:43,,UNKNOWN,OVERGROWTH,"OVERGROWN, WEEDS, GRASS, OBSTRUCTION, ROWOB",LPM," LEXINGTON RD , LOUISVILLE, KY, 40207",9,CLOSED,38.25127109,-85.66210607
5084304,7/6/2018 11:46,,UNKNOWN,PARK MAINTAIN,"PARK MAINTENANCE ALL, PKMTN, PKREP, PKREC",METRO PARKS,"6705 NORWAY DR , LOUISVILLE, KY, 40214",15,CLOSED,38.16415309,-85.7951758
5084303,7/6/2018 11:46,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"3602 STANTON BLVD , LOUISVILLE, KY, 40220",26,CLOSED,38.21086298,-85.64409378
5084307,7/6/2018 11:51,,UNKNOWN,ZONING CONCERNS,"ZONING, ILLEGAL BUSINESS OR SIGNS ON PRIVATE PROPERTY, ILSGN, ZONE",IPL-PROPERTY MAINTENANCE DIV.,"5116 FAY AVE , LOUISVILLE, KY, 40214",21,CLOSED,38.16287487,-85.77606894
5084308,7/6/2018 11:52,,UNKNOWN,XMSC,OTHER CONCERNS,METROCALL,"5116 FAY AVE , LOUISVILLE, KY, 40214",21,CLOSED,38.16287487,-85.77606894
5084309,7/6/2018 11:53,,UNKNOWN,STREET POTHOLE,"STREET POTHOLE, POTHL",LPM," SEATONVILLE RD , LOUISVILLE, KY, 40291",22,CLOSED,38.15084243,-85.57989254
5084310,7/6/2018 11:54,,UNKNOWN,ILLEGAL DUMPING,"ILLEGAL DUMPING, NOT ON PRIVATE PROPERTY, DUMPV, SWMS",IPL-PROPERTY MAINTENANCE DIV.,"1908 OWEN ST , LOUISVILLE, KY, 40203",5,CLOSED,38.26259632,-85.78132058
5088748,7/6/2018 11:55,,UNKNOWN,STREET POTHOLE,"STREET POTHOLE, POTHL",LPM,"2500 S FLOYD ST , LOUISVILLE, KY, 40209",15,CLOSED,38.20976659,-85.75621791
5088951,7/6/2018 11:55,,UNKNOWN,STREET POTHOLE,"STREET POTHOLE, POTHL",LPM,"2600 S FLOYD ST , LOUISVILLE, KY, 40209",15,CLOSED,38.20830905,-85.75828307
5088952,7/6/2018 11:56,,UNKNOWN,STREET POTHOLE,"STREET POTHOLE, POTHL",LPM,"2600 S FLOYD ST , LOUISVILLE, KY, 40209",15,CLOSED,38.20830905,-85.75828307
5084317,7/6/2018 11:58,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"4901 PEACHTREE AVE , LOUISVILLE, KY, 40215",21,OPEN,38.17609554,-85.77694835
5084316,7/6/2018 11:58,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"1906 W CHESTNUT ST , LOUISVILLE, KY, 40203",4,CLOSED,38.2515338,-85.78321181
5084319,7/6/2018 11:59,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"1615 STAFFORD AVE , LOUISVILLE, KY, 40216",15,CLOSED,38.17450364,-85.81295824
5088953,7/6/2018 12:00,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"640 S 4TH ST , LOUISVILLE, KY, 40202",4,CLOSED,38.24746625,-85.75833705
5084321,7/6/2018 12:01,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"219 N 19TH ST , LOUISVILLE, KY, 40203",5,OPEN,38.26139821,-85.78074496
5081060,7/6/2018 12:02,,UNKNOWN,JUNK VIOLATION,"JUNK VIOLATION, JUNKV, SWMS",SWMS - ENFORCEMENT UNIT,"4724 BURKLEY AVE , LOUISVILLE, KY, 40214",21,CLOSED,38.17971604,-85.7693177
5011203,7/6/2018 12:03,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT,"4712 BURKLEY AVE , LOUISVILLE, KY, 40214",21,OPEN,38.18021076,-85.76865653
5084323,7/6/2018 12:03,,UNKNOWN,ILLEGAL PARKING,"ILLEGAL PARKING IN PARC AREAS ONLY, ILLPK",PARKING AUTHORITY OF RIVER CTY," S SHELBY ST , LOUISVILLE, KY, 40202",4,CLOSED,38.25318221,-85.73803248
5071028,7/6/2018 12:04,,UNKNOWN,MISCELLANEOUS,"MISCELLANEOUS, MISC, CONCERN, ISSUE",SWMS - ADMINISTRATION,"1323 WINTER AVE , LOUISVILLE, KY, 40204",8,CLOSED,38.23639531,-85.72677598
5084325,7/6/2018 12:06,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"2607 MCCOY WAY , LOUISVILLE, KY, 40205",8,OPEN,38.22676724,-85.67500836
5084328,7/6/2018 12:09,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"1404 ARLING AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.17339058,-85.78467411
5084327,7/6/2018 12:09,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"1409 ARLING AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.17374861,-85.78480692
5084331,7/6/2018 12:10,,UNKNOWN,MISCELLANEOUS,"MISCELLANEOUS, MISC, CONCERN, ISSUE",SWMS - ADMINISTRATION,"1323 WINTER AVE , LOUISVILLE, KY, 40204",8,CLOSED,38.23639531,-85.72677598
5084329,7/6/2018 12:10,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"1323 WINTER AVE , LOUISVILLE, KY, 40204",8,CLOSED,38.23639531,-85.72677598
5084333,7/6/2018 12:12,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"227 E OAK ST , LOUISVILLE, KY, 40203",6,CLOSED,38.23451758,-85.75233343
5084330,7/6/2018 12:12,,UNKNOWN,MISCELLANEOUS,"MISCELLANEOUS, MISC, CONCERN, ISSUE",SWMS - WASTE COLLECTION,"230 S 42ND ST , LOUISVILLE, KY, 40212",5,CLOSED,38.26199825,-85.8195509
5084332,7/6/2018 12:14,,UNKNOWN,MOSQUITOS,"MOSQUITOES, MOSQT",HEALTH DEPT - ENVIR. HEALTH,"8403 TOLLS LN , LOUISVILLE, KY, 40214",13,CLOSED,38.12786392,-85.75704634
5084334,7/6/2018 12:17,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"506 WARNOCK ST , LOUISVILLE, KY, 40217",15,OPEN,38.21417434,-85.75047519
5084335,7/6/2018 12:18,,UNKNOWN,BASKETBALL GOAL,"BASKETBALL GOAL, OBSTRUCTION, ROWOB",LPM,"6705 CAPE CT , LOUISVILLE, KY, 40219",2,CLOSED,38.1520844,-85.66993837
5084336,7/6/2018 12:20,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT," TAYLORSVILLE RD , LOUISVILLE, KY, 40220",26,CLOSED,38.22109927,-85.64625186
5084338,7/6/2018 12:22,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"2325 DUNCAN ST , LOUISVILLE, KY, 40212",4,CLOSED,38.26309895,-85.78863223
5084339,7/6/2018 12:22,,UNKNOWN,VAP LOT WEEDS,"PRIVATE PROPERTY, VACANT LOT, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"4003 E INDIAN TRL , LOUISVILLE, KY, 40213",2,CLOSED,38.17136503,-85.68621681
5084337,7/6/2018 12:22,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"3821 E INDIAN TRL , LOUISVILLE, KY, 40213",2,CLOSED,38.17119735,-85.68734412
5084340,7/6/2018 12:23,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"108 N 46TH ST , LOUISVILLE, KY, 40212",5,CLOSED,38.26662657,-85.82256666
5084341,7/6/2018 12:23,,UNKNOWN,PARK MAINTAIN,"PARK MAINTENANCE ALL, PKMTN, PKREP, PKREC",METRO PARKS,"1703 S 13TH ST , LOUISVILLE, KY, 40210",6,CLOSED,38.22466894,-85.77690042
5084342,7/6/2018 12:24,,UNKNOWN,NEW RECYCLE CART,"NEW RECYCLE CART, RECYN, SWMS",SWMS - ADMINISTRATION,"1213 DELOR AVE , LOUISVILLE, KY, 40217",10,CLOSED,38.21818192,-85.73905973
5084344,7/6/2018 12:25,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"411 BROMWELL DR , MIDDLETOWN, KY, 40245",19,CLOSED,38.24713372,-85.49226644
5084345,7/6/2018 12:25,,UNKNOWN,ROADSIDE LITTER,"ROADSIDE LITTER, LITTR, SWMS",SWMS - ENFORCEMENT UNIT," DORSEY LN ,  , KY, 40223",18,CLOSED,38.2655371,-85.56427528
5084346,7/6/2018 12:25,,UNKNOWN,TRAF SIGNAL REPR,"TRAFFIC SIGNAL REPAIR, TRSGR",PUBLIC WORKS - ELEC MAINT," DUPONT CIR ,  , KY, 40207",26,CLOSED,,
5084350,7/6/2018 12:27,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"2454 GRINSTEAD DR 1A, LOUISVILLE, KY, 40204",8,CLOSED,38.24299913,-85.70983296
5084351,7/6/2018 12:28,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"2025 BROWNSBORO RD 118, LOUISVILLE, KY, 40206",9,CLOSED,38.25946435,-85.70558368
5084352,7/6/2018 12:29,,UNKNOWN,SIGNAGE REPAIR,"SIGNAGE REPAIR, NOT STOP SIGN, STNAM, SIGNR",KY DEPT OF TRANSPORTATION,"916 WATTERSON TRL , DOUGLASS HILLS, KY, 40299",19,OPEN,38.23216954,-85.55075709
5084353,7/6/2018 12:30,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"193 CAREY AVE , LOUISVILLE, KY, 40218",10,CLOSED,38.18928638,-85.63729819
5084354,7/6/2018 12:31,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"7703 CHIMNEY ROCK CT , LOUISVILLE, KY, 40220",11,CLOSED,38.20778516,-85.61239279
5039563,7/6/2018 12:35,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"4431 LARKWOOD AVE , LOUISVILLE, KY, 40212",5,CLOSED,38.25968724,-85.82270896
5084358,7/6/2018 12:35,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"216 S ARBOR PARK , LOUISVILLE, KY, 40214",21,CLOSED,38.16430581,-85.76848783
5077349,7/6/2018 12:36,,UNKNOWN,UTILITY CONCERNS,"UTILITY CONCERNS, UTIL",LOUISVILLE GAS AND ELECTRIC,"13401 KINROSS BLVD , LOUISVILLE, KY, 40272",14,OPEN,38.06311181,-85.88943284
5084356,7/6/2018 12:36,,UNKNOWN,NCODES & REGS,CODES AND REGULATIONS,N-METRO AGENCIES,"4431 LARKWOOD AVE , LOUISVILLE, KY, 40212",5,CLOSED,38.25968724,-85.82270896
5078498,7/6/2018 12:37,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"1111 CANOPY CT , LOUISVILLE, KY, 40211",1,CLOSED,38.24153214,-85.8136066
5084360,7/6/2018 12:37,,UNKNOWN,NEW RECYCLE CART,"NEW RECYCLE CART, RECYN, SWMS",SWMS - ADMINISTRATION,"1259 HOWARD ST , LOUISVILLE, KY, 40213",21,CLOSED,38.18721368,-85.71651397
5081607,7/6/2018 12:38,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"2000 GRASMERE DR , LOUISVILLE, KY, 40205",8,CLOSED,38.2267066,-85.69801653
5084361,7/6/2018 12:38,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"2211 ARNOLD PALMER BLVD , LOUISVILLE, KY, 40245",19,CLOSED,38.27188488,-85.48014557
5084362,7/6/2018 12:40,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"1024 FRANELM RD , LOUISVILLE, KY, 40214",25,OPEN,38.14182001,-85.78367415
5084364,7/6/2018 12:42,,UNKNOWN,RECYCLING MISSED,"RECYCLING MISSED, RECYM, SWMS",SWMS - WASTE COLLECTION,"1949 BARDSTOWN RD , LOUISVILLE, KY, 40205",8,CLOSED,38.22674173,-85.69806249
5084369,7/6/2018 12:45,,UNKNOWN,INTERIOR VIOL,"INTERIOR VIOLATION, INCLUDES NO HEAT, ELECTRICAL, INTVI",IPL-PROPERTY MAINTENANCE DIV.,"5579 BRUCE AVE , LOUISVILLE, KY, 40214",25,CLOSED,38.14498887,-85.77848274
5084371,7/6/2018 12:47,,UNKNOWN,VEHICLE PVT PROP,"VEHICLE PRIVATE PROPERTY, ABANDONED, INOPERABLE, NOT LICENSED, AVPRI",IPL-PROPERTY MAINTENANCE DIV.,"8916 WOODDALE DR , LOUISVILLE, KY, 40272",25,CLOSED,38.12496467,-85.84351489
5084373,7/6/2018 12:48,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"3918 MIAMI AVE , LOUISVILLE, KY, 40212",5,CLOSED,38.27245112,-85.81278491
5084374,7/6/2018 12:49,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"6306 JOHNSONTOWN RD , LOUISVILLE, KY, 40272",14,CLOSED,38.11712268,-85.88483382
5084375,7/6/2018 12:49,,UNKNOWN,METRO OWNED PROP,"MAINTENANCE OF METRO PROPERTIES, NOT GOVERNMENT BUILDINGS, MTOWN",IPL - VACANT PROPERTY CLEANING,"2025 S PRESTON ST , LOUISVILLE, KY, 40217",15,CLOSED,38.2190415,-85.74700749
5084376,7/6/2018 12:52,,UNKNOWN,NCODES & REGS,CODES AND REGULATIONS,N-METRO AGENCIES,"910 CHARLES ST , LOUISVILLE, KY, 40204",10,CLOSED,38.23132819,-85.7380305
5084379,7/6/2018 12:54,,UNKNOWN,STREET RESURFACE,"STREET RESURFACE, PAVE, PAVING",Public Works Engineering Div.,"3607 W MARKET ST 1, LOUISVILLE, KY, 40212",5,CLOSED,38.26151059,-85.81023656
5084380,7/6/2018 12:56,,UNKNOWN,RECYCLING MISSED,"RECYCLING MISSED, RECYM, SWMS",SWMS - WASTE COLLECTION,"113 E EVELYN AVE , LOUISVILLE, KY, 40214",15,CLOSED,38.19704254,-85.76047144
5084381,7/6/2018 12:58,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"306 N 29TH ST , LOUISVILLE, KY, 40212",5,CLOSED,38.26441441,-85.79902668
5084383,7/6/2018 12:59,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT,"1000 MULBERRY ST , LOUISVILLE, KY, 40217",10,OPEN,38.22581403,-85.73820304
5084384,7/6/2018 13:00,,UNKNOWN,NJUNK QUESTION,JUNK QUESTIONS,NON SERVICE SWMS,"3616 LARKWOOD AVE , LOUISVILLE, KY, 40212",5,CLOSED,38.25798462,-85.81102809
5084385,7/6/2018 13:00,,UNKNOWN,NJUNK WEEK,JUNK WEEK,N-PICKUP DAYS,"2923 W KENTUCKY ST , LOUISVILLE, KY, 40211",6,CLOSED,38.24410718,-85.80215958
5084387,7/6/2018 13:02,,UNKNOWN,NJUNK WEEK,JUNK WEEK,N-PICKUP DAYS,"1811 DATE ST , LOUISVILLE, KY, 40210",4,CLOSED,38.2429152,-85.7853352
5084391,7/6/2018 13:03,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"2806 FINN AVE , LOUISVILLE, KY, 40208",15,CLOSED,38.20864954,-85.76591983
5084390,7/6/2018 13:04,,UNKNOWN,NJUNK WEEK,JUNK WEEK,N-PICKUP DAYS,"514 W WHITNEY AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.19372833,-85.76930437
5084392,7/6/2018 13:05,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"1340 POPLAR LEVEL RD , LOUISVILLE, KY, 40217",10,CLOSED,38.22303908,-85.72964817
5084393,7/6/2018 13:05,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"837 HAZEL ST , LOUISVILLE, KY, 40211",1,CLOSED,38.24581776,-85.80446325
5084394,7/6/2018 13:06,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"1342 POPLAR LEVEL RD , LOUISVILLE, KY, 40217",10,CLOSED,38.22296282,-85.72959788
5084396,7/6/2018 13:07,,UNKNOWN,VAP EXTERIOR,"PRIVATE PROPERTY, ABANDONED, VACANT STRUCTURE",IPL-PROPERTY MAINTENANCE DIV.,"1503 BICKNELL AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.18378077,-85.78859568
5084398,7/6/2018 13:09,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"3091 SPRINGTIME AVE , LOUISVILLE, KY, 40272",14,CLOSED,38.07045993,-85.87621232
5084400,7/6/2018 13:10,,UNKNOWN,UTILITY CONCERNS,"UTILITY CONCERNS, UTIL",AT&T,"4202 BUXTON DR , LOUISVILLE, KY, 40218",10,OPEN,38.19825018,-85.64239019
5084399,7/6/2018 13:10,,UNKNOWN,ANIMAL CRUELTY,"ANIMAL CRUELTY, MISTREATED, NEGLECTED, ANIMC",ANIMAL SERVICES,"1413 S 32ND ST , LOUISVILLE, KY, 40211",1,CLOSED,38.23408564,-85.80751656
5084402,7/6/2018 13:11,,UNKNOWN,ACCESS PARK ZONE,"ACCESSIBLE PARKING ZONE, PERMIT, APZ",PUBLIC WORKS ADMINISTRATION,"1029 TENNESSEE AVE , LOUISVILLE, KY, 40208",6,OPEN,38.21061624,-85.77412333
5084403,7/6/2018 13:13,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"4115 DIENES WAY , LOUISVILLE, KY, 40216",1,CLOSED,38.2011309,-85.83125297
5084405,7/6/2018 13:14,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"2340 GLADSTONE AVE , LOUISVILLE, KY, 40205",8,CLOSED,38.22043409,-85.6741148
5080858,7/6/2018 13:15,,UNKNOWN,INTERIOR VIOL,"INTERIOR VIOLATION, INCLUDES NO HEAT, ELECTRICAL, INTVI",IPL-PROPERTY MAINTENANCE DIV.,"5301 HAMES TRCE 9, LOUISVILLE, KY, 40291",22,CLOSED,38.16573279,-85.60561479
5084407,7/6/2018 13:16,,UNKNOWN,RECYCLING MISSED,"RECYCLING MISSED, RECYM, SWMS",SWMS - WASTE COLLECTION,"1001 LOGAN ST , LOUISVILLE, KY, 40204",4,CLOSED,38.23577718,-85.73911748
5084410,7/6/2018 13:18,,UNKNOWN,LIGHTING REPAIR,"LIGHTING REPAIR, STREET LIGHT, STLGT",PUBLIC WORKS ADMINISTRATION,"2219 DEARING CT A1, LOUISVILLE, KY, 40204",8,CLOSED,38.24133703,-85.71885685
5084412,7/6/2018 13:21,,UNKNOWN,TRAF SIG TIMING,"TRAFFIC SIGNAL TIMING, DELAY, ADJUST, TRSGR, TIMNG",PUBLIC WORKS - TRAFFIC ENG," DIXIE HWY , LOUISVILLE, KY, 40258",12,OPEN,38.14348387,-85.83958359
5084415,7/6/2018 13:22,,UNKNOWN,STRAY ANIMAL,"STRAY ANIMAL, LOOSE, ANIMS",ANIMAL SERVICES,"2544 BANK ST , LOUISVILLE, KY, 40212",5,CLOSED,38.26891145,-85.79042057
5084417,7/6/2018 13:23,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"3501 LARKWOOD AVE , LOUISVILLE, KY, 40212",5,OPEN,38.2583234,-85.80992775
5084419,7/6/2018 13:23,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"3501 LARKWOOD AVE , LOUISVILLE, KY, 40212",5,OPEN,38.2583234,-85.80992775
5084421,7/6/2018 13:23,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"3501 LARKWOOD AVE , LOUISVILLE, KY, 40212",5,CLOSED,38.2583234,-85.80992775
5084418,7/6/2018 13:23,,UNKNOWN,NYARD WASTE DAY,YARD WASTE DAY,N-PICKUP DAYS,"2828 YORKSHIRE BLVD , LOUISVILLE, KY, 40220",26,CLOSED,38.22431675,-85.63119581
5084420,7/6/2018 13:24,,UNKNOWN,DDI,DOWNSPOUT DISCONNECT,MSD FIELD ENGINEERING,"610 S 38TH ST , LOUISVILLE, KY, 40211",5,OPEN,38.25468168,-85.8148545
5084422,7/6/2018 13:25,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"2304 DATE ST , LOUISVILLE, KY, 40210",6,CLOSED,38.24312181,-85.79216501
5077645,7/6/2018 13:27,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT," TAYLORSVILLE RD , LOUISVILLE, KY, 40220",26,OPEN,38.22137493,-85.64961437
5084423,7/6/2018 13:28,,UNKNOWN,LIGHTING REPAIR,"LIGHTING REPAIR, STREET LIGHT, STLGT",PUBLIC WORKS ADMINISTRATION," S 23RD ST , LOUISVILLE, KY, 40210",6,CLOSED,38.24329281,-85.79166848
5084430,7/6/2018 13:33,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"123 BOSTON CT , LOUISVILLE, KY, 40212",5,OPEN,38.26385766,-85.81688451
5084434,7/6/2018 13:35,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"123 BOSTON CT , LOUISVILLE, KY, 40212",5,CLOSED,38.26385766,-85.81688451
5084438,7/6/2018 13:38,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"1820 WILSON AVE , LOUISVILLE, KY, 40210",6,CLOSED,38.23459697,-85.78904525
5084439,7/6/2018 13:39,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"3904 JEWELL AVE , LOUISVILLE, KY, 40212",5,CLOSED,38.26754062,-85.81339683
